"","carat","cut","color","clarity","total_depth","table","length","width","depth","price"
"17296",1.03,"Very Good","G","VS2",61,58,6.5,6.54,3.98,6931
"52429",0.7,"Very Good","I","VVS1",61.2,58,5.65,5.72,3.48,2513
"47348",0.5,"Ideal","D","VS2",61.9,57,5.09,5.06,3.14,1845
"30520",0.35,"Very Good","H","VVS1",61.1,56,4.54,4.57,2.78,733
"39606",0.32,"Ideal","F","SI1",61.3,55,4.44,4.47,2.73,491
"34401",0.34,"Ideal","H","IF",61.9,53,4.5,4.52,2.79,863
"7922",1,"Very Good","H","SI2",61.7,55,6.4,6.46,3.97,4316
"44701",0.5,"Good","F","VS1",61.4,61,5.03,5.04,3.09,1613
"44784",0.51,"Ideal","D","VS2",61.8,54,5.12,5.17,3.18,1623
"44496",0.51,"Very Good","D","VS2",63.7,55,5.05,5.09,3.23,1599
"27524",2.51,"Premium","I","SI2",62.3,57,8.76,8.69,5.44,18255
"51564",0.76,"Ideal","G","SI2",62.1,59,5.81,5.84,3.62,2389
"45146",0.5,"Ideal","F","VS2",62.9,55,5.1,5.07,3.2,1654
"31554",0.31,"Ideal","F","IF",59.7,60,4.4,4.44,2.64,766
"40456",0.5,"Ideal","H","SI1",62.2,57,5.07,5.09,3.16,1140
"45560",0.64,"Very Good","F","SI1",60.7,59,5.51,5.59,3.37,1688
"34186",0.33,"Very Good","G","VS1",63.1,57,4.4,4.38,2.77,854
"18057",0.32,"Very Good","F","VS1",62.2,55,4.37,4.39,2.72,616
"47913",0.56,"Ideal","F","VS1",61.7,56,5.28,5.32,3.27,1915
"9748",1.04,"Ideal","I","SI1",61.3,57,6.56,6.53,4.01,4659
"46722",0.61,"Premium","H","VS1",59.6,61,5.53,5.44,3.27,1793
"2445",0.96,"Premium","J","SI1",62.9,59,6.3,6.22,3.94,3187
"33012",0.3,"Very Good","E","VVS2",60.7,55,4.35,4.36,2.65,814
"5195",1.06,"Ideal","I","SI2",61.4,57,6.57,6.63,4.05,3777
"16905",1.03,"Premium","G","VS1",62.2,59,6.46,6.41,4,6749
"18207",1.53,"Premium","I","SI2",62.7,62,7.41,7.23,4.59,7389
"15134",1.25,"Premium","I","VS2",61,59,6.98,6.89,4.23,6084
"53317",0.72,"Very Good","E","SI2",60.1,55.8,5.83,5.85,3.51,2651
"34862",0.3,"Premium","G","VVS2",62.3,59,4.29,4.25,2.66,878
"18276",1.01,"Very Good","D","VS2",61.9,59,6.35,6.44,3.96,7422
"39203",0.38,"Premium","G","VVS1",61.3,57,4.68,4.62,2.85,1064
"44319",0.31,"Premium","I","VS2",59.3,59,4.42,4.38,2.61,521
"6376",0.25,"Very Good","F","VVS2",62,59,3.99,4.04,2.49,576
"10397",0.31,"Very Good","G","SI1",63.1,59,4.33,4.29,2.72,593
"23474",2.03,"Ideal","I","SI1",62.9,55,8.11,8.04,5.08,11472
"51656",0.3,"Ideal","G","VS2",61.8,54,4.34,4.37,2.69,545
"26192",1.75,"Very Good","D","SI1",61.4,60,7.76,7.8,4.78,15544
"52726",0.74,"Ideal","I","VS1",60.8,57,5.86,5.88,3.57,2557
"34414",0.3,"Ideal","G","IF",60.7,57,4.34,4.39,2.65,863
"8999",0.93,"Ideal","E","SI1",61.9,55,6.26,6.31,3.89,4511
"2157",0.7,"Ideal","D","VS2",61.5,56,5.7,5.74,3.52,3129
"49709",0.71,"Premium","G","SI2",60.6,59,5.78,5.74,3.49,2147
"33409",0.28,"Premium","E","VVS1",62.9,52,4.21,4.18,2.64,828
"40017",0.42,"Ideal","H","VVS1",62.8,57,4.79,4.79,3.01,1108
"4800",0.92,"Ideal","G","SI2",63,57,6.16,6.13,3.87,3697
"23461",1.72,"Premium","H","VS2",59.5,60,7.79,7.75,4.62,11455
"28822",0.41,"Very Good","H","SI1",62.6,59,4.72,4.77,2.97,683
"38909",0.33,"Ideal","E","VVS1",61.5,57,4.47,4.44,2.74,1052
"13037",0.36,"Very Good","F","SI1",60.3,58,4.6,4.65,2.79,600
"44034",0.42,"Ideal","D","VVS1",61.8,55,4.83,4.85,2.99,1547
"34357",0.3,"Very Good","D","VS1",62,55,4.31,4.35,2.68,863
"5334",0.82,"Ideal","F","SI1",61.7,56,6.01,6.06,3.72,3810
"3291",0.7,"Premium","D","VS1",62.5,59,5.69,5.64,3.54,3365
"41532",0.42,"Premium","G","VVS1",62.7,58,4.79,4.74,2.99,1235
"46256",0.57,"Very Good","D","SI1",61.1,56,5.33,5.38,3.27,1754
"24507",1.2,"Premium","E","VVS2",62.3,59,6.83,6.79,4.24,12787
"15779",1.83,"Premium","G","I1",62,58,7.84,7.8,4.85,6313
"31298",0.32,"Ideal","D","VS2",62.7,54,4.36,4.38,2.74,758
"35478",0.39,"Ideal","F","VS1",61.3,56,4.7,4.72,2.89,902
"50518",0.7,"Premium","E","SI2",62.1,59,5.65,5.63,3.5,2273
"43592",0.31,"Ideal","H","VS2",61.5,56,4.38,4.4,2.7,507
"12136",1.01,"Very Good","H","SI1",63,57,6.34,6.36,4,5172
"50085",0.71,"Very Good","G","SI1",62.1,58,5.68,5.72,3.54,2206
"53138",0.72,"Good","D","SI2",59.7,61,5.78,5.84,3.47,2620
"9885",1.06,"Ideal","D","SI2",61.2,57,6.59,6.51,4.01,4682
"13639",1.13,"Premium","F","SI1",60.6,60,6.76,6.67,4.07,5581
"14606",1.17,"Ideal","I","VS1",61.5,57,6.74,6.79,4.16,5892
"26067",2.11,"Fair","I","SI1",67.2,60,7.86,7.8,5.26,15282
"9360",1,"Good","F","SI1",63.6,62,6.3,6.24,3.99,4586
"2601",1.18,"Very Good","E","I1",59.9,63,6.8,6.85,4.09,3219
"31476",0.34,"Ideal","H","VS1",62.5,57,4.46,4.43,2.78,765
"2649",0.59,"Very Good","D","VVS1",61.8,57,5.37,5.41,3.33,3234
"17009",1.33,"Ideal","H","SI2",62.3,55,7.01,7.08,4.39,6791
"26635",1.09,"Good","D","IF",58.7,61,6.75,6.85,3.99,16406
"37127",0.52,"Ideal","D","I1",61.1,57,5.18,5.2,3.17,971
"5213",1,"Premium","J","SI1",60.8,58,6.44,6.39,3.9,3780
"44123",0.5,"Very Good","E","VS2",62.8,60,5.02,5.08,3.17,1559
"26060",1.52,"Very Good","G","VVS2",62.9,59,7.25,7.29,4.57,15265
"26598",2.01,"Ideal","J","VS1",60.9,56,8.14,8.18,4.97,16319
"7600",1.01,"Premium","F","SI2",61.8,56,6.43,6.38,3.96,4257
"25993",1.66,"Ideal","H","VS1",62,55,7.61,7.67,4.74,15210
"40928",0.3,"Ideal","E","SI1",62.4,57,4.27,4.29,2.67,499
"21342",1.05,"Ideal","F","VVS2",61.6,56,6.55,6.53,4.03,9483
"1047",0.7,"Ideal","F","VS2",62.3,53,5.69,5.73,3.56,2907
"32563",0.31,"Ideal","E","VS1",61.7,53,4.36,4.39,2.7,800
"3271",1,"Good","I","SI1",64.3,57,6.29,6.25,4.03,3360
"32664",0.31,"Premium","H","VVS2",62.6,58,4.31,4.28,2.69,802
"8922",1,"Premium","E","SI2",62.7,58,6.34,6.41,4,4496
"36869",0.42,"Premium","E","VS2",61,60,4.82,4.85,2.95,958
"1348",0.71,"Ideal","G","VS1",62.2,56,5.69,5.72,3.55,2962
"51040",0.75,"Premium","I","VS2",60,57,5.93,5.9,3.55,2329
"11863",1.03,"Premium","H","SI1",59.2,60,6.62,6.58,3.91,5105
"37370",0.4,"Ideal","G","VVS2",62.4,56,4.72,4.74,2.95,982
"26284",2.01,"Very Good","H","SI2",63,59,7.9,7.93,4.99,15773
"9040",0.31,"Ideal","G","VS1",60.6,58,4.39,4.42,2.67,587
"20676",1.01,"Good","F","VVS2",61.1,65,6.38,6.42,3.91,8956
"2580",0.78,"Ideal","D","SI1",61.1,57,5.95,5.97,3.64,3214
"2251",1.03,"Premium","J","SI2",62.2,59,6.42,6.4,3.99,3149
"11391",0.34,"Ideal","E","SI1",62.3,57,4.48,4.51,2.8,596
"9394",1,"Good","F","SI1",64.1,60,6.25,6.19,3.99,4586
"45068",0.55,"Very Good","H","VS1",61,56,5.26,5.3,3.22,1643
"4041",1.24,"Premium","E","I1",61.1,62,6.91,6.86,4.21,3528
"22697",0.3,"Premium","G","VS2",59.3,59,4.42,4.38,2.61,630
"35059",0.38,"Ideal","D","SI1",61.3,57,4.67,4.7,2.87,884
"7132",1.08,"Premium","J","SI1",61,60,6.62,6.57,4.02,4173
"31247",0.37,"Very Good","E","VS2",60.6,58,4.62,4.65,2.81,757
"15643",1.6,"Fair","F","SI2",65,56,7.35,7.26,4.8,6272
"33502",0.32,"Very Good","F","VS2",63.4,57,4.36,4.32,2.75,828
"30526",0.44,"Good","H","SI1",63.5,57,4.82,4.85,3.07,733
"12488",1.06,"Ideal","H","SI1",61.7,60,6.48,6.52,4.01,5255
"35195",0.31,"Ideal","G","IF",61.6,55,4.35,4.38,2.69,891
"25394",1.26,"Very Good","F","IF",60,60,7.04,7.09,4.24,14095
"34505",0.4,"Very Good","D","VS2",60.8,59,4.71,4.77,2.88,868
"29215",0.31,"Ideal","F","VS1",61.6,56,4.33,4.36,2.68,695
"43124",0.52,"Ideal","J","IF",62.1,56,5.18,5.12,3.2,1385
"36459",0.31,"Ideal","D","VS2",62.2,55,4.34,4.31,2.69,942
"42391",0.53,"Very Good","D","SI2",60.2,56,5.23,5.26,3.16,1307
"51556",0.73,"Good","E","SI2",63.3,57,5.69,5.72,3.61,2388
"9707",0.32,"Ideal","D","SI1",60.9,56,4.4,4.43,2.69,589
"34525",0.33,"Very Good","G","VVS1",61.4,60,4.39,4.44,2.71,868
"46646",0.3,"Very Good","E","SI1",62.1,60,4.27,4.29,2.66,526
"12329",1.21,"Ideal","G","SI2",62.1,57,6.8,6.85,4.24,5226
"20360",1.57,"Premium","J","VS1",61.3,59,7.47,7.44,4.57,8752
"13887",1.03,"Ideal","D","SI1",62.4,57,6.47,6.44,4.03,5653
"16381",1.18,"Ideal","I","VS1",62.6,55.3,6.73,6.79,4.24,6541
"44251",0.51,"Ideal","D","SI1",61.8,55,5.15,5.11,3.17,1574
"30864",0.33,"Premium","G","VS2",61.3,59,4.46,4.44,2.73,743
"6930",0.97,"Very Good","G","SI1",60.2,61,6.4,6.46,3.87,4140
"29899",0.3,"Ideal","D","VS2",62.5,57,4.25,4.29,2.67,710
"50482",0.55,"Ideal","F","VVS2",62,55,5.26,5.29,3.27,2268
"36394",0.43,"Ideal","G","VS2",61.7,55,4.85,4.88,3,942
"8251",1.24,"Fair","F","SI2",64.9,60,6.7,6.63,4.32,4375
"26770",1.59,"Ideal","G","VVS1",59.9,56,7.57,7.64,4.55,16599
"49798",0.51,"Ideal","G","IF",61.3,56,5.15,5.19,3.16,2163
"6931",1.01,"Good","F","SI2",64.9,60,6.2,6.25,4.04,4140
"44359",0.56,"Very Good","I","VVS1",62.4,56,5.24,5.28,3.28,1580
"30234",0.33,"Ideal","E","VS2",61.9,54,4.42,4.47,2.75,723
"19074",1.54,"Fair","F","SI2",64.4,60,7.26,7.16,4.64,7848
"38336",0.32,"Ideal","E","VVS1",61.9,55,4.41,4.38,2.72,1020
"51805",0.7,"Premium","G","SI1",60.5,57,5.75,5.68,3.46,2415
"2306",0.79,"Ideal","F","SI1",61.3,56,5.96,6.01,3.67,3163
"21762",1.5,"Good","I","VS1",57.9,60,7.48,7.44,4.32,9828
"23067",2.01,"Good","G","SI2",63.6,59,7.97,7.9,5.05,11096
"2017",0.9,"Fair","G","SI2",64.7,58,5.94,6.03,3.87,3104
"46968",0.32,"Ideal","H","VS2",61.7,57,4.38,4.4,2.71,529
"50775",0.51,"Ideal","E","VVS2",62.5,57,5.06,5.12,3.18,2301
"51784",0.81,"Fair","I","VS2",64.6,59,5.83,5.78,3.75,2414
"4815",0.71,"Ideal","F","VS1",61,56,5.77,5.8,3.53,3701
"26864",2.02,"Good","I","VS2",57.9,62,8.25,8.3,4.79,16789
"637",0.73,"Ideal","D","SI1",61.4,57,5.76,5.8,3.55,2841
"16984",1.25,"Premium","H","SI1",62.2,57,6.91,6.85,4.28,6783
"50051",0.7,"Ideal","F","SI1",62.6,56,5.69,5.66,3.55,2200
"43799",0.51,"Ideal","F","VS2",62.5,55,5.08,5.13,3.19,1442
"12517",1.01,"Very Good","H","VS2",63.1,59,6.34,6.3,3.99,5260
"39622",0.3,"Very Good","G","VS2",62.6,62,4.21,4.25,2.65,491
"23145",1.3,"Premium","G","VVS1",60.5,60,7.05,7.01,4.25,11162
"19631",1.03,"Ideal","G","VVS1",62,56,6.5,6.54,4.04,8248
"39234",0.38,"Premium","D","VS1",61.9,60,4.62,4.66,2.87,1067
"34774",0.41,"Premium","D","SI2",62.3,58,4.77,4.74,2.96,876
"23938",1.5,"Premium","D","SI1",62.4,58,7.27,7.31,4.55,12069
"15407",1.02,"Premium","G","VS2",59.8,58,6.58,6.54,3.92,6169
"51356",0.61,"Ideal","D","VS2",61.6,56,5.46,5.49,3.37,2364
"3769",1.04,"Very Good","J","SI2",62.8,57,6.44,6.5,4.06,3459
"2323",1.01,"Fair","H","SI2",64.5,54,6.26,6.15,4,3167
"6833",1.01,"Very Good","F","SI2",62.7,56,6.35,6.4,4,4121
"35590",0.4,"Ideal","E","SI1",62.5,57,4.74,4.7,2.95,907
"40208",0.51,"Ideal","I","SI1",62.5,57,5.1,5.07,3.18,1122
"51557",0.71,"Ideal","E","SI2",59.3,56,5.89,5.84,3.48,2388
"28705",0.41,"Very Good","I","SI1",63.3,60,4.71,4.64,2.96,680
"50024",0.51,"Ideal","G","VVS2",61.8,56,5.11,5.15,3.16,2197
"21847",1.26,"Ideal","G","VS1",61.9,55,6.96,6.91,4.29,9907
"47911",0.57,"Premium","G","SI1",62.6,56,5.29,5.26,3.3,1915
"12031",0.34,"Ideal","G","VS2",62.2,55,4.47,4.5,2.79,596
"40882",0.38,"Ideal","E","VVS2",62.2,56,4.65,4.58,2.87,1176
"42958",0.3,"Premium","J","VS1",62.4,58,4.3,4.26,2.67,506
"42115",0.54,"Very Good","E","SI2",62.4,57.7,5.19,5.2,3.25,1278
"15175",1.01,"Premium","F","VS2",61.1,59,6.44,6.35,3.91,6097
"26360",0.32,"Premium","G","VS1",60.6,60,4.4,4.44,2.68,645
"4759",0.9,"Very Good","E","SI1",60.7,61,6.17,6.19,3.75,3689
"36817",0.51,"Premium","F","SI2",62.9,59,5.11,5.07,3.2,956
"46626",0.3,"Premium","H","VS1",62.6,59,4.26,4.3,2.68,526
"17827",1.51,"Fair","H","VS2",65.6,56,7.08,4.7,4,7188
"38048",0.49,"Premium","H","SI2",59.9,59,5.17,5.12,3.08,1011
"15415",1.05,"Good","D","SI1",63.7,59,6.42,6.38,4.08,6174
"10953",0.97,"Good","F","SI1",60.1,65,6.46,6.36,3.85,4900
"11029",1.07,"Ideal","H","SI1",62,57,6.56,6.51,4.05,4918
"47457",0.53,"Ideal","D","VS2",61.4,55,5.21,5.25,3.21,1857
"14982",1.03,"Very Good","G","VS2",62.3,57,6.43,6.51,4.03,6036
"22298",1.17,"Ideal","G","VVS1",61.7,57,6.84,6.9,4.13,10342
"42233",0.53,"Very Good","F","SI1",60.9,56,5.21,5.23,3.18,1291
"35346",0.42,"Very Good","H","SI1",63.1,57,4.78,4.76,3.01,898
"9735",1,"Fair","F","VS2",68.4,58,5.97,6.1,4.13,4656
"44242",0.51,"Premium","F","VS2",62.4,58,5.13,5.1,3.19,1574
"28939",0.3,"Very Good","G","VVS2",62.9,55,4.3,4.32,2.71,684
"44052",0.52,"Ideal","E","VS2",62.3,53,5.17,5.2,3.23,1549
"6598",0.9,"Very Good","G","VS2",63.5,62,6.07,6.11,3.87,4081
"10527",1,"Good","G","VS1",63.7,60,6.38,6.31,4.04,4805
"3012",1,"Good","D","SI2",64,54,6.29,6.24,4.01,3304
"22219",1.23,"Very Good","F","VS1",60.8,58,6.9,6.94,4.21,10276
"41748",0.52,"Good","G","SI1",63.6,56,5.07,5.09,3.23,1244
"29508",0.32,"Ideal","E","VS2",62.7,55,4.36,4.38,2.74,702
"34095",0.45,"Ideal","G","SI1",62,54,4.95,4.98,3.08,852
"4728",0.33,"Very Good","I","SI1",63.2,58,4.38,4.36,2.76,572
"12248",1.01,"Premium","H","SI1",61.8,59,6.38,6.33,3.93,5204
"37169",0.32,"Ideal","D","VS2",61.7,54,4.43,4.38,2.72,972
"44064",0.55,"Ideal","E","SI1",62.3,56,5.23,5.26,3.27,1551
"13173",1.03,"Ideal","G","SI1",60.5,55,6.59,6.54,3.97,5445
"38944",0.31,"Ideal","I","VS1",61.9,54,4.34,4.38,2.7,489
"42318",0.41,"Very Good","F","VVS1",62.1,56,4.78,4.79,2.97,1295
"51436",0.55,"Ideal","E","VVS2",61.9,56,5.25,5.29,3.26,2374
"23399",0.36,"Ideal","E","SI1",62,57,4.53,4.57,2.82,631
"27995",0.3,"Premium","E","VS2",61.8,58,4.31,4.36,2.68,658
"45678",0.56,"Ideal","H","VS2",61.8,54,5.34,5.31,3.29,1694
"16190",1.1,"Ideal","H","VS1",61.4,57,6.65,6.64,4.08,6470
"21496",1.52,"Very Good","J","VVS1",63.6,56,7.26,7.33,4.64,9593
"28455",0.41,"Very Good","G","SI1",62.8,58,4.72,4.74,2.97,671
"13567",1.05,"Good","H","VS1",63.3,57,6.4,6.45,4.07,5555
"46173",0.5,"Ideal","E","VS2",62.2,55,5.09,5.07,3.16,1746
"26831",2.01,"Premium","H","SI1",60.6,62,8.08,8.05,4.89,16733
"53127",0.66,"Very Good","E","VS1",61,57.8,5.64,5.69,3.45,2618
"29486",0.32,"Ideal","E","VS2",61.7,56,4.41,4.44,2.73,702
"11681",1,"Good","E","SI1",64.2,58,6.25,6.28,4.02,5061
"10631",1.15,"Premium","I","SI1",62.2,59,6.75,6.68,4.18,4830
"38164",0.34,"Ideal","E","VVS1",61.9,56,4.47,4.51,2.78,1014
"3320",0.71,"Ideal","D","VS2",62.4,56,5.74,5.7,3.57,3372
"19386",1.55,"Ideal","I","SI2",60.7,60,7.49,7.46,4.54,8056
"41427",0.51,"Good","H","SI1",63.7,56,5.1,5.07,3.24,1227
"37099",0.41,"Ideal","E","SI1",62.7,57,4.77,4.74,2.98,969
"13884",0.9,"Very Good","G","VVS2",62.1,57,6.14,6.2,3.84,5653
"41924",0.5,"Premium","E","SI2",60.1,60,5.13,5.05,3.06,1262
"24655",1.01,"Ideal","D","VVS2",61.6,57,6.44,6.48,3.98,12996
"35401",0.41,"Ideal","G","VS2",61.6,54,4.81,4.84,2.97,900
"5127",0.78,"Ideal","D","VS2",61.9,56,5.88,5.94,3.66,3763
"25214",2.18,"Very Good","J","SI1",62.9,59,8.21,8.25,5.18,13812
"30286",0.34,"Very Good","J","VS1",61.7,58,4.41,4.47,2.74,447
"4322",0.9,"Very Good","G","SI1",61.6,59,6.13,6.19,3.8,3597
"36055",0.31,"Good","G","IF",63.9,58,4.27,4.3,2.74,924
"4797",0.75,"Ideal","D","VS1",62.4,54,5.86,5.84,3.65,3696
"26349",0.32,"Ideal","F","VS2",61.2,56,4.41,4.44,2.71,645
"27187",2.18,"Premium","H","SI2",59.1,60,8.49,8.45,5.01,17473
"15191",1.29,"Very Good","I","VS2",61.3,58,6.98,7.04,4.3,6099
"28111",0.36,"Premium","D","SI1",61.4,58,4.56,4.59,2.81,663
"42341",0.43,"Ideal","H","VVS1",61.5,56,4.86,4.89,3,1298
"36132",0.33,"Ideal","E","VS2",62.3,56,4.47,4.46,2.78,928
"34847",0.3,"Ideal","G","VVS2",62.9,55,4.32,4.3,2.71,878
"27125",2.01,"Good","F","SI2",64,58,7.94,7.83,5.05,17313
"7826",0.9,"Good","G","VS2",61.5,61,6.18,6.21,3.81,4296
"11505",1,"Very Good","I","VS2",61.9,59,6.35,6.38,3.94,5020
"40890",0.56,"Fair","F","SI1",61.6,61,5.38,5.21,3.26,1176
"12197",1.08,"Ideal","E","SI1",62.6,57,6.56,6.53,4.1,5189
"42135",0.5,"Premium","D","SI2",62.1,57,5.12,5.09,3.17,1279
"50641",0.31,"Premium","G","VS2",61.2,58,4.32,4.37,2.66,544
"46022",0.53,"Very Good","G","VS1",63.4,56,5.15,5.1,3.25,1727
"11941",1.02,"Very Good","H","SI1",59.9,58,6.57,6.66,3.96,5131
"20464",1.6,"Premium","I","SI1",60.3,59,7.56,7.61,4.57,8808
"18625",1.52,"Very Good","H","SI2",63.1,55,7.36,7.28,4.62,7600
"21223",1.21,"Premium","G","VVS2",59.6,60,6.89,6.91,4.11,9370
"14928",1.59,"Premium","E","SI2",62.3,58,7.42,7.37,4.61,6010
"13807",1.08,"Ideal","H","VS2",61.8,56,6.59,6.55,4.06,5625
"17978",1.51,"Ideal","E","SI2",62.7,55,7.27,7.18,4.53,7272
"50006",0.71,"Ideal","G","SI2",59.5,57,5.86,5.78,3.46,2194
"32933",0.41,"Very Good","I","VVS2",61.3,60,4.77,4.82,2.94,811
"29664",0.35,"Ideal","F","VS2",62.3,55,4.53,4.56,2.83,706
"50758",0.56,"Ideal","G","IF",61.8,54,5.31,5.33,3.29,2298
"13228",1.06,"Premium","H","SI1",61,60,6.59,6.56,4.01,5461
"6537",1.03,"Premium","E","SI2",58.8,62,6.58,6.51,3.85,4070
"43333",0.5,"Ideal","F","VS2",62.4,56,5.1,5.13,3.19,1404
"4513",1.02,"Fair","F","SI2",66.6,58,6.21,6.14,4.11,3633
"51975",0.26,"Very Good","E","VVS2",64.3,57,3.99,4.03,2.58,547
"51723",0.7,"Ideal","F","SI1",61.8,55,5.71,5.75,3.54,2401
"10194",0.9,"Good","D","VS2",62.6,62,6.11,6.15,3.84,4739
"15185",1,"Very Good","F","VS1",58.4,63,6.58,6.47,3.81,6098
"21995",1.53,"Ideal","H","SI1",59.8,59,7.48,7.54,4.49,10063
"7607",1,"Good","E","SI2",61.5,61,6.35,6.43,3.93,4258
"48243",0.69,"Very Good","F","SI1",62.6,59.6,5.59,5.66,3.52,1951
"20700",1.22,"Very Good","G","VVS2",61.9,58,6.84,6.85,4.24,8975
"13285",1,"Premium","D","SI1",61.3,54,6.39,6.37,3.91,5488
"49837",0.52,"Ideal","F","VVS2",61.6,57,5.16,5.2,3.19,2168
"20538",1.56,"Ideal","I","SI1",61.4,56,7.47,7.42,4.57,8858
"41347",0.4,"Very Good","E","VVS1",60,58,4.77,4.8,2.87,1217
"26950",2.06,"Premium","G","SI2",61.7,58,8.2,8.15,5.04,17012
"4937",1.11,"Fair","H","SI2",64.4,58,6.55,6.5,4.2,3730
"50594",0.77,"Premium","F","SI2",62.2,58,5.9,5.85,3.66,2282
"17939",1.21,"Very Good","H","VS1",62.3,58,6.71,6.74,4.19,7246
"43220",0.4,"Ideal","E","VVS1",62.6,56,4.73,4.7,2.95,1397
"24900",1.58,"Premium","D","SI1",60.2,58,7.6,7.46,4.56,13329
"37036",0.4,"Very Good","D","VS1",64.2,57,4.67,4.7,3.01,967
"31419",0.3,"Ideal","G","VVS1",61.5,55,4.33,4.35,2.67,764
"16737",0.41,"Good","J","VS2",63.4,56,4.7,4.73,2.99,611
"15754",1.29,"Ideal","H","SI2",61.6,54,7,7.02,4.32,6300
"11487",1.2,"Very Good","J","VS1",59.1,61,6.94,7,4.12,5016
"5648",1.12,"Good","J","SI1",63.7,61,6.5,6.54,4.15,3880
"5421",0.91,"Premium","F","SI2",62.5,56,6.21,6.15,3.86,3822
"52547",0.65,"Ideal","E","VS1",61.4,59,5.53,5.57,3.41,2533
"30187",0.41,"Ideal","D","SI1",61.3,56,4.8,4.82,2.95,722
"1576",0.7,"Premium","E","VVS2",62.7,53,5.65,5.61,3.53,3007
"2791",0.91,"Very Good","J","VS2",61,58,6.22,6.3,3.82,3258
"46248",0.53,"Ideal","D","SI1",61.7,56,5.23,5.15,3.2,1753
"12610",1.21,"Very Good","F","SI2",62.7,57,6.74,6.81,4.25,5290
"47570",0.51,"Very Good","G","VVS2",62.9,57,5.09,5.12,3.21,1875
"25610",1.51,"Very Good","F","VS1",58.9,60,7.46,7.54,4.42,14481
"43860",0.53,"Very Good","G","VS2",60.1,59,5.22,5.26,3.15,1449
"14934",1,"Very Good","F","VS2",61.6,56,6.42,6.47,3.97,6013
"25506",2.06,"Very Good","I","SI2",62.3,57,8.12,8.2,5.09,14298
"27022",2.09,"Premium","H","SI2",62.1,58,8.22,8.17,5.09,17156
"22902",1.5,"Premium","F","SI1",61.9,60,7.26,7.21,4.48,10940
"3262",0.7,"Ideal","F","VS1",60.3,57,5.74,5.79,3.47,3359
"34099",0.36,"Premium","E","VS1",61.3,58,4.56,4.58,2.8,852
"7032",1.03,"Premium","G","SI2",59.3,58,6.58,6.63,3.92,4160
"39969",0.4,"Ideal","E","VVS2",62.5,54,4.73,4.77,2.97,1106
"38873",0.4,"Premium","F","VS1",61.9,59,4.7,4.67,2.9,1050
"6896",0.9,"Ideal","H","VS2",61.9,55,6.22,6.19,3.84,4133
"23303",1.03,"Premium","D","VVS2",60.1,58,6.55,6.6,3.95,11335
"8873",1.04,"Premium","E","SI2",59.2,58,6.64,6.7,3.95,4484
"49164",0.75,"Premium","G","SI2",58.8,60,5.99,5.89,3.49,2070
"42768",0.52,"Ideal","G","SI1",60,56,5.24,5.27,3.15,1346
"28514",0.36,"Ideal","E","VS2",61.1,57,4.56,4.61,2.8,673
"14171",1.07,"Ideal","I","SI1",61.5,57,6.57,6.59,4.05,5748
"30775",0.35,"Ideal","G","VS1",61.3,54,4.58,4.63,2.83,741
"12265",1,"Premium","H","VS2",59.3,61,6.47,6.45,3.83,5208
"8655",1.03,"Ideal","F","SI2",61.8,56,6.49,6.46,4,4454
"5741",0.9,"Very Good","F","SI1",61.1,56,6.23,6.3,3.83,3893
"37912",0.41,"Very Good","G","VVS2",61.6,56,4.76,4.78,2.94,1007
"53940",0.75,"Ideal","D","SI2",62.2,55,5.83,5.87,3.64,2757
"3562",0.9,"Very Good","J","VS1",62.4,58,6.15,6.19,3.85,3418
"14187",1.01,"Good","G","VS2",58.9,61,6.46,6.55,3.83,5756
"9785",1,"Fair","H","SI1",67.6,59,6.03,5.95,4.05,4665
"29853",0.3,"Very Good","D","VS2",62.9,59,4.22,4.27,2.67,710
"51996",0.71,"Premium","G","VS2",60.3,59,5.79,5.76,3.48,2443
"39105",0.41,"Ideal","H","VS1",61.8,56,4.81,4.77,2.96,1061
"10",0.23,"Very Good","H","VS1",59.4,61,4,4.05,2.39,338
"24630",2.01,"Good","I","SI2",59.1,59,8.09,8.14,4.8,12964
"45879",0.59,"Premium","G","VS2",62.6,56,5.39,5.34,3.36,1717
"53582",0.75,"Premium","E","SI1",62.8,56,5.78,5.75,3.62,2698
"7776",1,"Ideal","G","SI2",62.8,57,6.37,6.31,3.98,4284
"43561",0.51,"Good","D","VS2",64.2,58,5.01,5.06,3.23,1430
"32712",0.31,"Ideal","F","VS2",62.8,57,4.36,4.34,2.73,802
"47397",0.54,"Premium","D","VS1",60.5,58,5.27,5.21,3.17,1847
"29615",0.27,"Very Good","G","VS1",61.9,56,4.13,4.16,2.56,439
"15622",1.01,"Very Good","F","VS2",63.1,56,6.41,6.37,4.03,6267
"44217",0.55,"Ideal","D","SI1",62.1,56,5.21,5.25,3.25,1571
"41694",0.63,"Good","F","SI2",64.2,56,5.4,5.34,3.45,1240
"22361",0.31,"Premium","H","VS2",62.2,59,4.38,4.34,2.71,628
"35091",0.3,"Ideal","F","IF",62.1,57,4.29,4.31,2.67,886
"8686",1.01,"Ideal","F","SI2",61.5,56,6.42,6.49,3.97,4458
"50303",0.27,"Very Good","D","VVS1",61,61,4.14,4.15,2.53,544
"13176",1.04,"Very Good","H","VS2",60.9,58,6.5,6.6,3.99,5447
"6961",1.21,"Fair","J","SI1",65.3,60,6.6,6.51,4.28,4147
